districtid,vaccinateddose1ratio,vaccinateddose2ratio
MH_Parbhani,0.24601625414060127,0.08042379278530526
UP_Kanpur Nagar,0.2468650600663397,0.06346452554183689
TN_Tiruvannamalai,0.24692570617171256,0.031051878898524267
BR_Darbhanga,0.2481817246725936,0.04714118634575994
TN_Thoothukkudi,0.2485070072952663,0.046275917393450716
CT_Narayanpur,0.24888427978829925,0.08771277356601345
MH_Latur,0.2506552043928032,0.08273544574271982
HR_Jind,0.2535408259328772,0.06092409260713922
BR_Purnia,0.2540933566826634,0.05001257420850641
JH_Chatra,0.2542607725101305,0.042947167763302985
MH_Nashik,0.25464505999243187,0.08977471952307994
UP_Balrampur,0.25633032603965716,0.051246238943716216
JH_Deoghar,0.25717039313760115,0.052455208290747166
HR_Bhiwani,0.2578489946128502,0.06327530140200496
BR_Sheohar,0.25787280989141265,0.057985877247251794
NL_Mon,0.2585071525613362,0.07249260768800447
TN_Madurai,0.25915723909669114,0.06215415969445589
AR_East Kameng,0.2594484686745457,0.07857415173465497
JH_Saraikela-Kharsawan,0.2600548703542349,0.06354032088453565
MH_Nandurbar,0.2607797754649501,0.06583166241479832
TN_Thiruvarur,0.2611089183778555,0.035999231181141476
JH_Pakur,0.2614618478891009,0.04406489401636122
AR_Tirap,0.2615048001786113,0.05030587184639428
NL_Zunheboto,0.26151452503250283,0.058164069992966604
BR_Saran,0.26164780045457053,0.0538938353616599
BR_Sheikhpura,0.26196604970283277,0.04692130961024103
MH_Thane,0.262084648415193,0.09624382964857252
OR_Mayurbhanj,0.262413790640138,0.06398562072723434
UP_Chitrakoot,0.26264305809040767,0.024525828602543032
JH_Palamu,0.26291826922333417,0.057195614755429364
UP_Agra,0.26368421088364097,0.051932007738757856
MH_Chandrapur,0.2638425591353655,0.07668396462017314
MH_Osmanabad,0.2654520818351617,0.0755175026665444
TN_Dindigul,0.26546237455290483,0.052321190864789154
BR_Nalanda,0.2674585851734035,0.05901788714622646
MH_Gadchiroli,0.26746925742491207,0.06464002714033004
MH_Dhule,0.2674997147540888,0.08245410954028111
MH_Jalna,0.26751132949404965,0.08057799561623362
MH_Ratnagiri,0.26801765125824345,0.08423726788143417
UP_Bahraich,0.26915923275046155,0.03746590548410987
AS_Udalguri,0.2691650995349106,0.05350452343964178
MH_Aurangabad,0.269402061231757,0.0900296167652181
TN_Pudukkottai,0.2703385248510052,0.03990372880937006
UP_Basti,0.27056309201514,0.041045842016763076
UP_Saharanpur,0.2712615055120872,0.05632587522090756
TN_Sivaganga,0.2715344100258308,0.04588675536796702
JH_Gumla,0.27227415181040426,0.060673245462162496
PB_Faridkot,0.2724466727556566,0.08976725807600873
JH_Dumka,0.27261506747931424,0.054519986499596655
BR_Siwan,0.2729277361953169,0.054362094891282416
CT_Koriya,0.2761698362616232,0.07243400913923909
AR_Upper Subansiri,0.27680711341194514,0.08708417217908158
AS_Baksa,0.2779980527853064,0.045594295187222064
TN_Dharmapuri,0.2788512140946336,0.045558163657394964
UP_Gorakhpur,0.27890661679683937,0.05749269009963082
MP_Shajapur,0.2790879240236375,0.05070137061283906
BR_Munger,0.27930236553793963,0.047121398778298906
UP_Mathura,0.2793308218016445,0.056922075515549724
GJ_Junagadh,0.28041779283302504,0.0955250335206895
UP_Mirzapur,0.2805888737149425,0.042560383184419515
UP_Jhansi,0.28122293421955236,0.059546092945922724
AS_Cachar,0.28159807257443636,0.058552346314702665
JH_Ranchi,0.2832403363743642,0.09035763195577048
UP_Siddharthnagar,0.283419235829214,0.04018056520989944
PB_Barnala,0.2840660457040571,0.08445964666589424
CT_Raipur,0.2845606357680557,0.09719499039339821
UP_Hamirpur,0.28502515202144374,0.04449213744640197
JH_Hazaribagh,0.28653527395582,0.06531180545346052
JH_Ramgarh,0.2871062296525437,0.07553270707140923
HR_Hisar,0.2871667514368401,0.06904458949350634
JH_Khunti,0.28797954445039814,0.08459347415324742
WB_Birbhum,0.28907573198294656,0.10263578958909367
UP_Shrawasti,0.2891921232260657,0.03164599444584158
JH_Godda,0.29024681949920483,0.04957325600604773
UP_Gonda,0.2910153093302434,0.037970901468555314
OR_Bargarh,0.29117403823109456,0.07459147817222558
TN_Tiruchirappalli,0.2918649372403381,0.06636949039228003
AS_Goalpara,0.2920471779428933,0.053115357033395726
KA_Haveri,0.2922040123479972,0.07262960765315447
TN_Ramanathapuram,0.29243670780859216,0.04723354107481279
OR_Kalahandi,0.29276813736588136,0.07860640294152527
UP_Ghaziabad,0.2932753337769096,0.0678868218329241
TN_Salem,0.29415552191004396,0.0691485145557682
BR_Bhagalpur,0.29448482865368825,0.05628741647645013
AS_Kokrajhar,0.2960405436784641,0.057679604843418525
AS_Sonitpur,0.2961234025081726,0.07046426659598463
JH_Lohardaga,0.29624071547673186,0.060583815154074364
ML_West Garo Hills,0.29733977313533066,0.07452925658838691
AS_Barpeta,0.29747960288659453,0.07909261925034039
KA_Raichur,0.2976236149505499,0.07453240647611069
HR_Panipat,0.29844778283726153,0.09283189415954546
AR_West Siang,0.2998111762295812,0.10997203270570212
AR_Lower Subansiri,0.29992773696254366,0.09816933638443937
UP_Varanasi,0.3005302649747433,0.07835829724483599
PB_Patiala,0.3011648553610672,0.08427028526876286
JH_Jamtara,0.302019361803798,0.06569941924701848
AS_Darrang,0.302364028002154,0.06247495961227787
WB_Purba Medinipur,0.3029984055731351,0.1318741138666078
AS_Tinsukia,0.3031178624760812,0.06169230433253585
TN_Tiruppur,0.3032909354059536,0.05305778176496499
AS_Sivasagar,0.30664610572955125,0.056929759784544544
TN_Virudhunagar,0.30686489336287925,0.06820564200571697
AP_Kurnool,0.3074699337332054,0.12153262531321983
ML_Ribhoi,0.3079354041106475,0.06673234430536239
OR_Kandhamal,0.3090559397634734,0.0771507686431777
KA_Yadgir,0.3094583788580319,0.10451931453642302
CT_Kabeerdham,0.3113263288941626,0.07709057221291485
HR_Kaithal,0.311542170558799,0.07625681371380913
BR_Arwal,0.31324990047699697,0.040631068584547465
KA_Davanagere,0.31724027330805443,0.0791638332004624
TN_Krishnagiri,0.3181232774180781,0.05772660945872692
TN_Erode,0.3190260526951554,0.057365757386274814
OR_Kendujhar,0.3213256348193656,0.06774366679191644
PB_Fatehgarh Sahib,0.32195420244167,0.068238128641719
MH_Washim,0.3241914196932741,0.1189949547261853
MN_Thoubal,0.32600291826950406,0.06372344658998313
CT_Bijapur,0.32685029189358616,0.11264741605610626
PB_Rupnagar,0.32714602257871805,0.07354661735514376
AS_Chirang,0.3285970275550541,0.06912614432493643
JH_Simdega,0.3287962533648666,0.056893348321652895
OR_Sundargarh,0.32936744693057396,0.08758419766154893
OR_Balangir,0.3304596673007895,0.056479787410165086
MH_Kolhapur,0.3306464575215538,0.18060599055572998
MP_Satna,0.3308593565985549,0.0641562001583716
MP_Alirajpur,0.3346959323675341,0.04371336586195591
MP_Jhabua,0.3356047716789848,0.050683480188244846
AP_Anantapur,0.3376677346668143,0.1463779309155169
HR_Sirsa,0.33791747768086355,0.0947182225914519
MP_Shivpuri,0.3385904232206483,0.04674893543060746
NL_Mokokchung,0.34014140230806383,0.11261316808993845
MH_Satara,0.3417082231790291,0.14670139669165883
OR_Gajapati,0.3417500696587328,0.07569178476922624
KL_Malappuram,0.3424635052468806,0.13657401554126994
MZ_Lawngtlai,0.3456409995419614,0.08642509372826437
PB_Ludhiana,0.34579744302161436,0.1101822685258889
UP_Mahoba,0.3462882923610493,0.055340552857557096
AS_Nalbari,0.34655713358189516,0.06655314207809611
HR_Fatehabad,0.34704690284932976,0.08746500837039058
MP_Singrauli,0.347146204657155,0.049878932980726876
GJ_Bhavnagar,0.34778196513289117,0.11478302229057775
UP_Meerut,0.3479733506713295,0.09165926423669501
ML_East Khasi Hills,0.34809098195713395,0.10351098529885389
KA_Koppal,0.34966472890526074,0.0987207896857373
MP_Sidhi,0.34986908102957054,0.04210613176366619
JK_Anantnag,0.3511780934687566,0.09134210692208712
KA_Gadag,0.35167532430934556,0.11668654949885869
OR_Dhenkanal,0.35270214644231146,0.0784130931052782
HR_Yamunanagar,0.3536791563203907,0.11572757483291536
MP_Morena,0.35375056587842135,0.05630859067025438
OR_Cuttack,0.35546681806231356,0.10845542147557412
CT_Uttar Bastar Kanker,0.356576819802895,0.09826408221742433
KA_Bidar,0.35660247754359187,0.08881993776786239
MP_Bhind,0.35688268678013274,0.05530341954368895
AS_Hailakandi,0.3574706960151434,0.06663319662185119
MP_Mandla,0.3597897441001796,0.05320289504742133
MP_Dhar,0.36004324288713524,0.06127890426952598
MN_Churachandpur,0.3602608857421127,0.08731574397303597
HR_Kurukshetra,0.3604936479881408,0.11079608772048039
UP_Baghpat,0.3609644464363554,0.06802819236129444
OR_Bhadrak,0.3612000501879725,0.08361475552947316
AP_Guntur,0.361201829939075,0.12120778761380602
MH_Sangli,0.3620929201674047,0.15210285233597307
HR_Rohtak,0.3637114070433206,0.11017203101382958
MP_Chhatarpur,0.36397645223065467,0.055104617348748136
HR_Karnal,0.3644052708918479,0.12774990633245734
MP_Rewa,0.36446019755562753,0.07125346601801356
AP_Prakasam,0.36515319734106305,0.1518171874889623
AS_Bongaigaon,0.36589542016556487,0.07729654955847559
MH_Wardha,0.36598363743432755,0.11067026247449595
AS_Morigaon,0.3698292186421258,0.05345181805743125
GJ_Jamnagar,0.3714429621701397,0.11987024788912093
PB_Jalandhar,0.37167611085025004,0.13021029454000063
NL_Kohima,0.37169947908115286,0.09563487917369434
UP_Lucknow,0.3734160116326546,0.11932469076250621
KA_Chitradurga,0.3752452610976127,0.12794494099271086
AP_East Godavari,0.3760624147313232,0.10718689807492623
MP_Tikamgarh,0.3771220745575249,0.06561806740540534
RJ_Bharatpur,0.38102275019207665,0.09607559382874847
MP_Panna,0.3844056191712903,0.03861114390272695
RJ_Barmer,0.38455981389925536,0.1111696164494992
AP_Srikakulam,0.3857454772532716,0.12466066913937036
KA_Hassan,0.3870006040234832,0.128718924173943
GJ_Kheda,0.38700195879359184,0.11630320646467106
AP_Chittoor,0.38707168840726924,0.15353478049210553
MH_Bhandara,0.3884985345745434,0.12809018156613075
MP_Umaria,0.38874585503398174,0.053741093557582845
RJ_Dungarpur,0.3889512240088956,0.10005170854242405
AP_Krishna,0.3899459379049621,0.12343145323923196
RJ_Udaipur,0.38995965350245404,0.1207073998996226
HR_Mahendragarh,0.3907110818056411,0.11549765315241062
MH_Sindhudurg,0.3926459216784303,0.12648722828549605
MP_Vidisha,0.3935374860766001,0.06955153800017136
KA_Dharwad,0.39389818101886115,0.10951027680759795
MP_Chhindwara,0.3944484777528765,0.0743949319965068
OR_Puri,0.39447351845202006,0.09772182748288427
MP_Ashoknagar,0.39500941341023416,0.06445967261922371
AP_Vizianagaram,0.39533259912457974,0.09384493067528153
HR_Rewari,0.3956051767570185,0.14060479911854737
NL_Longleng,0.39570953173282625,0.11974090801045877
MP_Guna,0.3962081933502427,0.06002485664738115
KA_Uttara Kannada,0.3962463704686088,0.1368871719331547
MP_Seoni,0.39720592169996904,0.06873603740326335
HR_Sonipat,0.3972811053233756,0.13194611589923042
JK_Srinagar,0.3975399994663773,0.10513983743912861
RJ_Bhilwara,0.40026647036378726,0.11737774561422083
MP_Balaghat,0.4004582481732951,0.06915093042361219
RJ_Alwar,0.4005041670533744,0.144393073935701
AS_Kamrup,0.4008805028131017,0.09504316849220648
RJ_Baran,0.40210998932737957,0.10437168525174707
MP_Mandsaur,0.4025683167327036,0.06774563921066001
RJ_Banswara,0.4052673596719861,0.108158899796104
RJ_Karauli,0.40529662992851695,0.09785578310410849
RJ_Churu,0.4055503501512836,0.12063070868187886
MP_Anuppur,0.4059770139488573,0.05852887671057356
MP_Raisen,0.4063969804678142,0.061487071538911545
HR_Jhajjar,0.4067236710993787,0.11249210928574037
RJ_Sawai Madhopur,0.4067699398974655,0.1053333043814875
RJ_Hanumangarh,0.4076476368857244,0.12057021725459967
AS_Dhemaji,0.4077576796335404,0.08227996612901581
TR_North Tripura,0.40793317068882784,0.1280702993168066
KA_Mandya,0.4099200949844637,0.11693854529566074
KA_Chikkaballapura,0.41113565091020343,0.12425982229361072
RJ_Pali,0.411161710525218,0.12682294082224294
AS_Dima Hasao,0.4128499500238204,0.1082334588186939
RJ_Sirohi,0.4144870535516131,0.13679408228525994
MP_Damoh,0.4153093728222721,0.056462527457663586
RJ_Nagaur,0.4154131684353954,0.16870960047379738
RJ_Rajsamand,0.4156261861305191,0.09937169126324899
JK_Kupwara,0.4166511557366313,0.07190867164395177
OR_Koraput,0.4187259494638846,0.090224528448219
AP_West Godavari,0.41877984214240105,0.1097212929956723
RJ_Jodhpur,0.41887927445612005,0.1519991646698751
AS_Dibrugarh,0.4195290028537285,0.10443515401463431
RJ_Dausa,0.419551654451242,0.08702350513243626
AS_Lakhimpur,0.42130641172897615,0.06898037398153986
MH_Nagpur,0.4238728546040996,0.15011077516831164
OR_Subarnapur,0.4246709593679273,0.08225892887871343
MP_Betul,0.42571421679588567,0.0850471193287638
BR_Patna,0.42992122073181904,0.14736767283866564
MP_Hoshangabad,0.43040560679904943,0.09126112699883192
OR_Ganjam,0.4305459487321024,0.13284354827146602
RJ_Bikaner,0.4306231511245858,0.15017912913922832
KL_Palakkad,0.43148415585561795,0.14985262999059765
KA_Kodagu,0.43194913068803775,0.1588241340693466
GJ_Surendranagar,0.43241748981362754,0.07662327161913786
RJ_Tonk,0.4347074492410608,0.11895089515002188
RJ_Jhalawar,0.43573762568836727,0.09949409302763958
AP_Visakhapatnam,0.43764713888932266,0.14523856747873076
MP_Dewas,0.43793722001771423,0.07609378946930867
RJ_Jaisalmer,0.43973077342186145,0.12197743309265748
MP_Burhanpur,0.4404371858699711,0.10754281537038479
RJ_Pratapgarh,0.4411947714346291,0.09133166176565481
MP_Sagar,0.44198047642632327,0.09687537051316442
OR_Jharsuguda,0.44202552178152044,0.096736007454638
RJ_Sikar,0.44205520941922427,0.1660884170926814
RJ_Bundi,0.44396645620781594,0.14441995992460208
RJ_Jaipur,0.44502200212550885,0.15307798854784765
MP_Ratlam,0.44504006339218277,0.08408261051537762
CT_Rajnandgaon,0.44519309649848127,0.11122980249594537
GJ_Amreli,0.44667578045027373,0.14655690501192056
OR_Nuapada,0.44671369732397087,0.07105058799243752
KA_Kolar,0.4469523255972887,0.10470378501445912
CT_Mahasamund,0.44752671013619894,0.13993942410293256
GJ_Tapi,0.4475677242999571,0.13382410888426832
KA_Ramanagara,0.44782733993696866,0.16981607853424419
MP_Datia,0.44932088047852314,0.07373842395462876
TN_Coimbatore,0.4507596054996392,0.10626582360842615
MP_Rajgarh,0.4509125936238124,0.06581386893895384
JK_Pulwama,0.4530565270144886,0.12845799728784527
GJ_Valsad,0.45374156200642796,0.15784456386258133
PB_Hoshiarpur,0.45824186559520996,0.1487364689198771
GJ_Rajkot,0.45979638107764426,0.1424083954036185
AS_Golaghat,0.4601064029213938,0.08318024010017921
AS_Jorhat,0.46294000673834707,0.09166074619869334
RJ_Kota,0.4639074860559688,0.16673739911656196
JK_Kishtwar,0.4642473211499116,0.13317526094947463
JK_Jammu,0.46464870277484743,0.21344899663912342
JK_Ganderbal,0.4670024138835284,0.1446649139675773
MP_Shahdol,0.4768864504255377,0.07260640318630325
JK_Rajouri,0.4841060685071177,0.09168683794743274
KL_Alappuzha,0.48416360832770544,0.21087006277408146
KA_Dakshina Kannada,0.48507093775078974,0.14932603513795858
KL_Kozhikode,0.4882391270044678,0.18984198843078087
RJ_Ajmer,0.48918256388179565,0.16150042662710623
UT_Udham Singh Nagar,0.48948754989684046,0.11019150925888864
JK_Doda,0.4914376878341985,0.10495052886304204
KL_Kasaragod,0.49261688497944356,0.21545998661439908
MZ_Mamit,0.4949747580010189,0.1500856838497522
JK_Kathua,0.4957473212909715,0.13337010390389903
GJ_Narmada,0.49654326550871847,0.20004506206197897
UT_Tehri Garhwal,0.4968146691634447,0.16338170167595417
KL_Kannur,0.49771442998680543,0.20002552513809932
AR_Upper Siang,0.49787655719139295,0.18001132502831257
KL_Kollam,0.5017471896788882,0.19186453540767442
GJ_Vadodara,0.5042613043033628,0.1619946197762353
JK_Kulgam,0.5045172598195923,0.14320950426754428
MP_Gwalior,0.5057794251676644,0.12510457491894827
AR_Changlang,0.5112395935935666,0.11405556380122246
KA_Udupi,0.5132673835807369,0.1907860036131654
UT_Pithoragarh,0.514093815352092,0.16396070652140188
OR_Sambalpur,0.5148251991405236,0.10736538984284875
KL_Thrissur,0.5161658977316417,0.20219595027553505
AR_East Siang,0.5177999072711512,0.16207390086076562
MN_Bishnupur,0.5199811288168863,0.09064065139280283
MN_Imphal East,0.5237715215308487,0.13335291912311203
MP_Jabalpur,0.5302049414421126,0.13865729924503378
JK_Punch,0.5316577013012888,0.09440372455880965
GJ_Bharuch,0.5341797876105967,0.14386993325033415
GJ_Surat,0.5360028625354816,0.15995239193057037
MP_Sehore,0.5366055278144665,0.10224184264549328
MH_Pune,0.5405541896161455,0.1880162572242075
KL_Kottayam,0.5445273381138295,0.21238195417591138
AR_Lower Dibang Valley,0.5496671597633136,0.14981508875739644
MZ_Lunglei,0.552326733899943,0.1917015635453577
JK_Udhampur,0.5534401830680108,0.14285791507878592
PY_Karaikal,0.5550339123572834,0.13053510603230414
MP_Ujjain,0.5594857020913359,0.13466699280876798
AR_Tawang,0.5618984732977169,0.18462492746663464
MN_Imphal West,0.5679141762807147,0.13411017930778854
MZ_Champhai,0.5687939878325182,0.20235397033679273
HR_Faridabad,0.5744206465815676,0.17203808517610056
HR_Ambala,0.5751814596534763,0.2278309035317056
PY_Yanam,0.5758817819005501,0.11318448207672671
MZ_Kolasib,0.5759275802513251,0.17271157167530224
JK_Ramban,0.5794905414979222,0.17084166041034426
JK_Reasi,0.5805502324679741,0.1187954250048464
PY_Puducherry,0.583500387776771,0.1730305201891214
MZ_Saiha,0.5835012549934598,0.1418142609679358
HP_Chamba,0.5886260306696462,0.16022000462356475
UT_Nainital,0.588718894202314,0.19453700745334457
KL_Thiruvananthapuram,0.5938656223505775,0.2253149925774521
AN_South Andaman,0.5986428265488658,0.25151380268915186
AR_West Kameng,0.5987944774679262,0.16549727804448044
CT_Raigarh,0.6029261357551353,0.18112978452245806
JK_Samba,0.6033810183820532,0.20288618931445165
UT_Chamoli,0.6155896885892672,0.221225469542013
HP_Sirmaur,0.6189844391390097,0.14130469656792896
HR_Panchkula,0.6217376664237751,0.22507139764793077
UT_Dehradun,0.6291588229816337,0.23523569954275786
UT_Uttarkashi,0.6398302260622989,0.21951552019776666
GA_North Goa,0.6463249748168722,0.19352255723660405
MZ_Serchhip,0.6483668786670157,0.22934536550810786
UT_Champawat,0.6536195156519595,0.21447113014542765
TR_Dhalai,0.6632816011421622,0.16983052639928087
GJ_Gandhinagar,0.6641314945971016,0.18506229194404467
UT_Rudraprayag,0.6712177807127969,0.19313205522421942
HP_Kullu,0.6753025213346334,0.2014441554408168
KL_Ernakulam,0.6786613892081009,0.22757455852263656
MP_Bhopal,0.6829790545245357,0.19690552035565512
UT_Bageshwar,0.6869040931442335,0.22516910480265334
TN_Chennai,0.6871231222286975,0.2563799676848159
HP_Mandi,0.6892266975535545,0.2337691305161051
HP_Shimla,0.6900050367931598,0.23239886487880984
CH_Chandigarh,0.6949253872755696,0.23151357240987255
AR_Papum Pare,0.698124854875887,0.217026385687506
HP_Kangra,0.7040782742579011,0.22019965895733656
KL_Pathanamthitta,0.7371740052713686,0.3190706289898548
KL_Wayanad,0.7460779036480634,0.25783807589733554
AR_Anjaw,0.7622714602919639,0.12042330042046583
HP_Una,0.763126639330894,0.2439631370005737
MZ_Aizawl,0.7654262082541237,0.2536465580339188
HP_Bilaspur,0.773903276817225,0.26399637654598956
HP_Hamirpur,0.7884305843858846,0.2956672413186504
MP_Indore,0.7963604813017499,0.2170908692503457
LD_Lakshadweep,0.8012966668217704,0.2772478401811611
AS_Kamrup Metropolitan,0.8149286487848681,0.24910641514971235
WB_Kolkata,0.845321029182773,0.30254093340574206
UP_Gautam Buddha Nagar,0.8700290938435729,0.2192280271704341
GA_South Goa,0.9133492678799195,0.2679095821162556
PY_Mahe,0.9208197819016645,0.3549119954084561
HP_Kinnaur,0.9550766158272013,0.2827355832669607
HP_Solan,0.9718965398400883,0.20822477253928867
AN_Nicobars,1.1239617827479507,0.2201292003691439
MH_Mumbai,2.001137935918424,0.6726993583674914
