State,District,Month,Cases
Andhra Pradesh,AP_Anantapur,1,118
Andhra Pradesh,AP_Anantapur,2,345
Andhra Pradesh,AP_Anantapur,3,3188
Andhra Pradesh,AP_Anantapur,4,24445
Andhra Pradesh,AP_Anantapur,5,21693
Andhra Pradesh,AP_Anantapur,6,11821
Andhra Pradesh,AP_Anantapur,7,4493
Andhra Pradesh,AP_Anantapur,8,911
Andhra Pradesh,AP_Anantapur,9,535
Andhra Pradesh,AP_Anantapur,10,146
Andhra Pradesh,AP_Anantapur,11,162
Andhra Pradesh,AP_Anantapur,12,2224
Andhra Pradesh,AP_Anantapur,13,37805
Andhra Pradesh,AP_Anantapur,14,41980
Andhra Pradesh,AP_Anantapur,15,5409
Andhra Pradesh,AP_Anantapur,16,1496
Andhra Pradesh,AP_Anantapur,17,0
Andhra Pradesh,AP_Chittoor,1,151
Andhra Pradesh,AP_Chittoor,2,202
Andhra Pradesh,AP_Chittoor,3,2721
Andhra Pradesh,AP_Chittoor,4,18445
Andhra Pradesh,AP_Chittoor,5,28627
Andhra Pradesh,AP_Chittoor,6,21579
Andhra Pradesh,AP_Chittoor,7,10250
Andhra Pradesh,AP_Chittoor,8,2914
Andhra Pradesh,AP_Chittoor,9,1810
Andhra Pradesh,AP_Chittoor,10,510
Andhra Pradesh,AP_Chittoor,11,861
Andhra Pradesh,AP_Chittoor,12,8103
Andhra Pradesh,AP_Chittoor,13,54995
Andhra Pradesh,AP_Chittoor,14,57810
Andhra Pradesh,AP_Chittoor,15,16513
Andhra Pradesh,AP_Chittoor,16,9380
Andhra Pradesh,AP_Chittoor,17,0
Andhra Pradesh,AP_East Godavari,1,51
Andhra Pradesh,AP_East Godavari,2,301
Andhra Pradesh,AP_East Godavari,3,2763
Andhra Pradesh,AP_East Godavari,4,35177
Andhra Pradesh,AP_East Godavari,5,39928
Andhra Pradesh,AP_East Godavari,6,29668
Andhra Pradesh,AP_East Godavari,7,12414
Andhra Pradesh,AP_East Godavari,8,2714
Andhra Pradesh,AP_East Godavari,9,1011
Andhra Pradesh,AP_East Godavari,10,333
Andhra Pradesh,AP_East Godavari,11,286
Andhra Pradesh,AP_East Godavari,12,2460
Andhra Pradesh,AP_East Godavari,13,49697
Andhra Pradesh,AP_East Godavari,14,71663
Andhra Pradesh,AP_East Godavari,15,22683
Andhra Pradesh,AP_East Godavari,16,11240
Andhra Pradesh,AP_East Godavari,17,0
Andhra Pradesh,AP_Guntur,1,404
Andhra Pradesh,AP_Guntur,2,219
Andhra Pradesh,AP_Guntur,3,2733
Andhra Pradesh,AP_Guntur,4,21584
Andhra Pradesh,AP_Guntur,5,21064
Andhra Pradesh,AP_Guntur,6,14953
Andhra Pradesh,AP_Guntur,7,9833
Andhra Pradesh,AP_Guntur,8,3178
Andhra Pradesh,AP_Guntur,9,1275
Andhra Pradesh,AP_Guntur,10,372
Andhra Pradesh,AP_Guntur,11,296
Andhra Pradesh,AP_Guntur,12,7606
Andhra Pradesh,AP_Guntur,13,46209
Andhra Pradesh,AP_Guntur,14,27837
Andhra Pradesh,AP_Guntur,15,7853
Andhra Pradesh,AP_Guntur,16,5077
Andhra Pradesh,AP_Guntur,17,0
Andhra Pradesh,AP_Krishna,1,351
Andhra Pradesh,AP_Krishna,2,350
Andhra Pradesh,AP_Krishna,3,2043
Andhra Pradesh,AP_Krishna,4,9039
Andhra Pradesh,AP_Krishna,5,9692
Andhra Pradesh,AP_Krishna,6,11435
Andhra Pradesh,AP_Krishna,7,10134
Andhra Pradesh,AP_Krishna,8,3677
Andhra Pradesh,AP_Krishna,9,1564
Andhra Pradesh,AP_Krishna,10,535
Andhra Pradesh,AP_Krishna,11,332
Andhra Pradesh,AP_Krishna,12,4379
Andhra Pradesh,AP_Krishna,13,20979
Andhra Pradesh,AP_Krishna,14,21343
Andhra Pradesh,AP_Krishna,15,8908
Andhra Pradesh,AP_Krishna,16,6838
Andhra Pradesh,AP_Krishna,17,0
Andhra Pradesh,AP_Kurnool,1,591
Andhra Pradesh,AP_Kurnool,2,385
Andhra Pradesh,AP_Kurnool,3,2847
Andhra Pradesh,AP_Kurnool,4,28189
Andhra Pradesh,AP_Kurnool,5,19954
Andhra Pradesh,AP_Kurnool,6,6467
Andhra Pradesh,AP_Kurnool,7,1482
Andhra Pradesh,AP_Kurnool,8,501
Andhra Pradesh,AP_Kurnool,9,298
Andhra Pradesh,AP_Kurnool,10,133
Andhra Pradesh,AP_Kurnool,11,114
Andhra Pradesh,AP_Kurnool,12,2752
Andhra Pradesh,AP_Kurnool,13,34742
Andhra Pradesh,AP_Kurnool,14,21248
Andhra Pradesh,AP_Kurnool,15,3006
Andhra Pradesh,AP_Kurnool,16,863
Andhra Pradesh,AP_Kurnool,17,0
Andhra Pradesh,AP_Prakasam,1,63
Andhra Pradesh,AP_Prakasam,2,38
Andhra Pradesh,AP_Prakasam,3,1137
Andhra Pradesh,AP_Prakasam,4,9525
Andhra Pradesh,AP_Prakasam,5,26123
Andhra Pradesh,AP_Prakasam,6,18360
Andhra Pradesh,AP_Prakasam,7,5668
Andhra Pradesh,AP_Prakasam,8,890
Andhra Pradesh,AP_Prakasam,9,303
Andhra Pradesh,AP_Prakasam,10,86
Andhra Pradesh,AP_Prakasam,11,59
Andhra Pradesh,AP_Prakasam,12,2104
Andhra Pradesh,AP_Prakasam,13,24327
Andhra Pradesh,AP_Prakasam,14,26602
Andhra Pradesh,AP_Prakasam,15,10155
Andhra Pradesh,AP_Prakasam,16,6347
Andhra Pradesh,AP_Prakasam,17,0
Andhra Pradesh,AP_S.P.S. Nellore,1,126
Andhra Pradesh,AP_S.P.S. Nellore,2,270
Andhra Pradesh,AP_S.P.S. Nellore,3,1023
Andhra Pradesh,AP_S.P.S. Nellore,4,14750
Andhra Pradesh,AP_S.P.S. Nellore,5,27961
Andhra Pradesh,AP_S.P.S. Nellore,6,13161
Andhra Pradesh,AP_S.P.S. Nellore,7,3563
Andhra Pradesh,AP_S.P.S. Nellore,8,955
Andhra Pradesh,AP_S.P.S. Nellore,9,438
Andhra Pradesh,AP_S.P.S. Nellore,10,151
Andhra Pradesh,AP_S.P.S. Nellore,11,138
Andhra Pradesh,AP_S.P.S. Nellore,12,3266
Andhra Pradesh,AP_S.P.S. Nellore,13,35211
Andhra Pradesh,AP_S.P.S. Nellore,14,22499
Andhra Pradesh,AP_S.P.S. Nellore,15,6880
Andhra Pradesh,AP_S.P.S. Nellore,16,6965
Andhra Pradesh,AP_S.P.S. Nellore,17,0
Andhra Pradesh,AP_Srikakulam,1,7
Andhra Pradesh,AP_Srikakulam,2,48
Andhra Pradesh,AP_Srikakulam,3,1359
Andhra Pradesh,AP_Srikakulam,4,11906
Andhra Pradesh,AP_Srikakulam,5,19427
Andhra Pradesh,AP_Srikakulam,6,9339
Andhra Pradesh,AP_Srikakulam,7,2909
Andhra Pradesh,AP_Srikakulam,8,728
Andhra Pradesh,AP_Srikakulam,9,319
Andhra Pradesh,AP_Srikakulam,10,120
Andhra Pradesh,AP_Srikakulam,11,138
Andhra Pradesh,AP_Srikakulam,12,2812
Andhra Pradesh,AP_Srikakulam,13,41803
Andhra Pradesh,AP_Srikakulam,14,23782
Andhra Pradesh,AP_Srikakulam,15,4961
Andhra Pradesh,AP_Srikakulam,16,1732
Andhra Pradesh,AP_Srikakulam,17,0
Andhra Pradesh,AP_Visakhapatnam,1,66
Andhra Pradesh,AP_Visakhapatnam,2,150
Andhra Pradesh,AP_Visakhapatnam,3,1273
Andhra Pradesh,AP_Visakhapatnam,4,21913
Andhra Pradesh,AP_Visakhapatnam,5,20936
Andhra Pradesh,AP_Visakhapatnam,6,8644
Andhra Pradesh,AP_Visakhapatnam,7,4256
Andhra Pradesh,AP_Visakhapatnam,8,1417
Andhra Pradesh,AP_Visakhapatnam,9,830
Andhra Pradesh,AP_Visakhapatnam,10,439
Andhra Pradesh,AP_Visakhapatnam,11,326
Andhra Pradesh,AP_Visakhapatnam,12,5743
Andhra Pradesh,AP_Visakhapatnam,13,42317
Andhra Pradesh,AP_Visakhapatnam,14,36976
Andhra Pradesh,AP_Visakhapatnam,15,5215
Andhra Pradesh,AP_Visakhapatnam,16,3197
Andhra Pradesh,AP_Visakhapatnam,17,0
Andhra Pradesh,AP_Vizianagaram,1,16
Andhra Pradesh,AP_Vizianagaram,2,83
Andhra Pradesh,AP_Vizianagaram,3,2826
Andhra Pradesh,AP_Vizianagaram,4,13982
Andhra Pradesh,AP_Vizianagaram,5,16452
Andhra Pradesh,AP_Vizianagaram,6,5535
Andhra Pradesh,AP_Vizianagaram,7,1651
Andhra Pradesh,AP_Vizianagaram,8,459
Andhra Pradesh,AP_Vizianagaram,9,124
Andhra Pradesh,AP_Vizianagaram,10,31
Andhra Pradesh,AP_Vizianagaram,11,103
Andhra Pradesh,AP_Vizianagaram,12,5483
Andhra Pradesh,AP_Vizianagaram,13,24822
Andhra Pradesh,AP_Vizianagaram,14,8109
Andhra Pradesh,AP_Vizianagaram,15,1642
Andhra Pradesh,AP_Vizianagaram,16,458
Andhra Pradesh,AP_Vizianagaram,17,0
Andhra Pradesh,AP_West Godavari,1,69
Andhra Pradesh,AP_West Godavari,2,217
Andhra Pradesh,AP_West Godavari,3,1740
Andhra Pradesh,AP_West Godavari,4,20051
Andhra Pradesh,AP_West Godavari,5,29488
Andhra Pradesh,AP_West Godavari,6,25194
Andhra Pradesh,AP_West Godavari,7,13345
Andhra Pradesh,AP_West Godavari,8,3293
Andhra Pradesh,AP_West Godavari,9,686
Andhra Pradesh,AP_West Godavari,10,203
Andhra Pradesh,AP_West Godavari,11,96
Andhra Pradesh,AP_West Godavari,12,480
Andhra Pradesh,AP_West Godavari,13,21742
Andhra Pradesh,AP_West Godavari,14,35583
Andhra Pradesh,AP_West Godavari,15,14164
Andhra Pradesh,AP_West Godavari,16,5636
Andhra Pradesh,AP_West Godavari,17,0
Andhra Pradesh,AP_Y.S.R. Kadapa,1,99
Andhra Pradesh,AP_Y.S.R. Kadapa,2,148
Andhra Pradesh,AP_Y.S.R. Kadapa,3,1735
Andhra Pradesh,AP_Y.S.R. Kadapa,4,14151
Andhra Pradesh,AP_Y.S.R. Kadapa,5,20358
Andhra Pradesh,AP_Y.S.R. Kadapa,6,12367
Andhra Pradesh,AP_Y.S.R. Kadapa,7,4710
Andhra Pradesh,AP_Y.S.R. Kadapa,8,1085
Andhra Pradesh,AP_Y.S.R. Kadapa,9,490
Andhra Pradesh,AP_Y.S.R. Kadapa,10,173
Andhra Pradesh,AP_Y.S.R. Kadapa,11,151
Andhra Pradesh,AP_Y.S.R. Kadapa,12,2104
Andhra Pradesh,AP_Y.S.R. Kadapa,13,22122
Andhra Pradesh,AP_Y.S.R. Kadapa,14,22334
Andhra Pradesh,AP_Y.S.R. Kadapa,15,6561
Andhra Pradesh,AP_Y.S.R. Kadapa,16,3018
Andhra Pradesh,AP_Y.S.R. Kadapa,17,0
Arunachal Pradesh,AR_Anjaw,1,0
Arunachal Pradesh,AR_Anjaw,2,4
Arunachal Pradesh,AR_Anjaw,3,34
Arunachal Pradesh,AR_Anjaw,4,717
Arunachal Pradesh,AR_Anjaw,5,69
Arunachal Pradesh,AR_Anjaw,6,25
Arunachal Pradesh,AR_Anjaw,7,17
Arunachal Pradesh,AR_Anjaw,8,0
Arunachal Pradesh,AR_Anjaw,9,0
Arunachal Pradesh,AR_Anjaw,10,0
Arunachal Pradesh,AR_Anjaw,11,0
Arunachal Pradesh,AR_Anjaw,12,174
Arunachal Pradesh,AR_Anjaw,13,253
Arunachal Pradesh,AR_Anjaw,14,228
Arunachal Pradesh,AR_Anjaw,15,135
Arunachal Pradesh,AR_Anjaw,16,0
Arunachal Pradesh,AR_Anjaw,17,0
Arunachal Pradesh,AR_Changlang,1,59
Arunachal Pradesh,AR_Changlang,2,54
Arunachal Pradesh,AR_Changlang,3,201
Arunachal Pradesh,AR_Changlang,4,311
Arunachal Pradesh,AR_Changlang,5,452
Arunachal Pradesh,AR_Changlang,6,113
Arunachal Pradesh,AR_Changlang,7,80
Arunachal Pradesh,AR_Changlang,8,11
Arunachal Pradesh,AR_Changlang,9,3
Arunachal Pradesh,AR_Changlang,10,1
Arunachal Pradesh,AR_Changlang,11,2
Arunachal Pradesh,AR_Changlang,12,313
Arunachal Pradesh,AR_Changlang,13,1136
Arunachal Pradesh,AR_Changlang,14,607
Arunachal Pradesh,AR_Changlang,15,314
Arunachal Pradesh,AR_Changlang,16,0
Arunachal Pradesh,AR_Changlang,17,0
Arunachal Pradesh,AR_East Kameng,1,0
Arunachal Pradesh,AR_East Kameng,2,2
Arunachal Pradesh,AR_East Kameng,3,157
Arunachal Pradesh,AR_East Kameng,4,109
Arunachal Pradesh,AR_East Kameng,5,43
Arunachal Pradesh,AR_East Kameng,6,3
Arunachal Pradesh,AR_East Kameng,7,4
Arunachal Pradesh,AR_East Kameng,8,0
Arunachal Pradesh,AR_East Kameng,9,0
Arunachal Pradesh,AR_East Kameng,10,0
Arunachal Pradesh,AR_East Kameng,11,2
Arunachal Pradesh,AR_East Kameng,12,68
Arunachal Pradesh,AR_East Kameng,13,364
Arunachal Pradesh,AR_East Kameng,14,223
Arunachal Pradesh,AR_East Kameng,15,110
Arunachal Pradesh,AR_East Kameng,16,0
Arunachal Pradesh,AR_East Kameng,17,0
Arunachal Pradesh,AR_East Siang,1,9
Arunachal Pradesh,AR_East Siang,2,25
Arunachal Pradesh,AR_East Siang,3,160
Arunachal Pradesh,AR_East Siang,4,254
Arunachal Pradesh,AR_East Siang,5,377
Arunachal Pradesh,AR_East Siang,6,219
Arunachal Pradesh,AR_East Siang,7,71
Arunachal Pradesh,AR_East Siang,8,27
Arunachal Pradesh,AR_East Siang,9,2
Arunachal Pradesh,AR_East Siang,10,0
Arunachal Pradesh,AR_East Siang,11,14
Arunachal Pradesh,AR_East Siang,12,252
Arunachal Pradesh,AR_East Siang,13,460
Arunachal Pradesh,AR_East Siang,14,750
Arunachal Pradesh,AR_East Siang,15,343
Arunachal Pradesh,AR_East Siang,16,0
Arunachal Pradesh,AR_East Siang,17,0
Arunachal Pradesh,AR_Kamle,1,0
Arunachal Pradesh,AR_Kamle,2,0
Arunachal Pradesh,AR_Kamle,3,1
Arunachal Pradesh,AR_Kamle,4,2
Arunachal Pradesh,AR_Kamle,5,22
Arunachal Pradesh,AR_Kamle,6,4
Arunachal Pradesh,AR_Kamle,7,0
Arunachal Pradesh,AR_Kamle,8,1
Arunachal Pradesh,AR_Kamle,9,0
Arunachal Pradesh,AR_Kamle,10,0
Arunachal Pradesh,AR_Kamle,11,0
Arunachal Pradesh,AR_Kamle,12,51
Arunachal Pradesh,AR_Kamle,13,82
Arunachal Pradesh,AR_Kamle,14,168
Arunachal Pradesh,AR_Kamle,15,147
Arunachal Pradesh,AR_Kamle,16,0
Arunachal Pradesh,AR_Kamle,17,0
Arunachal Pradesh,AR_Kra Daadi,1,0
Arunachal Pradesh,AR_Kra Daadi,2,0
Arunachal Pradesh,AR_Kra Daadi,3,0
Arunachal Pradesh,AR_Kra Daadi,4,4
Arunachal Pradesh,AR_Kra Daadi,5,28
Arunachal Pradesh,AR_Kra Daadi,6,4
Arunachal Pradesh,AR_Kra Daadi,7,1
Arunachal Pradesh,AR_Kra Daadi,8,0
Arunachal Pradesh,AR_Kra Daadi,9,0
Arunachal Pradesh,AR_Kra Daadi,10,0
Arunachal Pradesh,AR_Kra Daadi,11,0
Arunachal Pradesh,AR_Kra Daadi,12,15
Arunachal Pradesh,AR_Kra Daadi,13,114
Arunachal Pradesh,AR_Kra Daadi,14,71
Arunachal Pradesh,AR_Kra Daadi,15,23
Arunachal Pradesh,AR_Kra Daadi,16,0
Arunachal Pradesh,AR_Kra Daadi,17,0
Arunachal Pradesh,AR_Kurung Kumey,1,0
Arunachal Pradesh,AR_Kurung Kumey,2,0
Arunachal Pradesh,AR_Kurung Kumey,3,0
Arunachal Pradesh,AR_Kurung Kumey,4,32
Arunachal Pradesh,AR_Kurung Kumey,5,80
Arunachal Pradesh,AR_Kurung Kumey,6,8
Arunachal Pradesh,AR_Kurung Kumey,7,2
Arunachal Pradesh,AR_Kurung Kumey,8,0
Arunachal Pradesh,AR_Kurung Kumey,9,0
Arunachal Pradesh,AR_Kurung Kumey,10,0
Arunachal Pradesh,AR_Kurung Kumey,11,0
Arunachal Pradesh,AR_Kurung Kumey,12,7
Arunachal Pradesh,AR_Kurung Kumey,13,166
Arunachal Pradesh,AR_Kurung Kumey,14,202
Arunachal Pradesh,AR_Kurung Kumey,15,15
Arunachal Pradesh,AR_Kurung Kumey,16,0
Arunachal Pradesh,AR_Kurung Kumey,17,0
Arunachal Pradesh,AR_Lepa Rada,1,0
Arunachal Pradesh,AR_Lepa Rada,2,11
Arunachal Pradesh,AR_Lepa Rada,3,12
Arunachal Pradesh,AR_Lepa Rada,4,60
Arunachal Pradesh,AR_Lepa Rada,5,88
Arunachal Pradesh,AR_Lepa Rada,6,74
Arunachal Pradesh,AR_Lepa Rada,7,32
Arunachal Pradesh,AR_Lepa Rada,8,8
Arunachal Pradesh,AR_Lepa Rada,9,1
Arunachal Pradesh,AR_Lepa Rada,10,0
Arunachal Pradesh,AR_Lepa Rada,11,8
Arunachal Pradesh,AR_Lepa Rada,12,50
Arunachal Pradesh,AR_Lepa Rada,13,111
Arunachal Pradesh,AR_Lepa Rada,14,186
Arunachal Pradesh,AR_Lepa Rada,15,151
Arunachal Pradesh,AR_Lepa Rada,16,0
Arunachal Pradesh,AR_Lepa Rada,17,0
Arunachal Pradesh,AR_Lohit,1,1
Arunachal Pradesh,AR_Lohit,2,2
Arunachal Pradesh,AR_Lohit,3,2
Arunachal Pradesh,AR_Lohit,4,112
Arunachal Pradesh,AR_Lohit,5,75
Arunachal Pradesh,AR_Lohit,6,179
Arunachal Pradesh,AR_Lohit,7,184
Arunachal Pradesh,AR_Lohit,8,8
Arunachal Pradesh,AR_Lohit,9,10
Arunachal Pradesh,AR_Lohit,10,1
Arunachal Pradesh,AR_Lohit,11,0
Arunachal Pradesh,AR_Lohit,12,2
Arunachal Pradesh,AR_Lohit,13,206
Arunachal Pradesh,AR_Lohit,14,600
Arunachal Pradesh,AR_Lohit,15,657
Arunachal Pradesh,AR_Lohit,16,650
Arunachal Pradesh,AR_Lohit,17,0
Arunachal Pradesh,AR_Longding,1,1
Arunachal Pradesh,AR_Longding,2,4
Arunachal Pradesh,AR_Longding,3,14
Arunachal Pradesh,AR_Longding,4,91
Arunachal Pradesh,AR_Longding,5,104
Arunachal Pradesh,AR_Longding,6,29
Arunachal Pradesh,AR_Longding,7,5
Arunachal Pradesh,AR_Longding,8,2
Arunachal Pradesh,AR_Longding,9,0
Arunachal Pradesh,AR_Longding,10,0
Arunachal Pradesh,AR_Longding,11,0
Arunachal Pradesh,AR_Longding,12,27
Arunachal Pradesh,AR_Longding,13,132
Arunachal Pradesh,AR_Longding,14,248
Arunachal Pradesh,AR_Longding,15,74
Arunachal Pradesh,AR_Longding,16,0
Arunachal Pradesh,AR_Longding,17,0
Arunachal Pradesh,AR_Lower Dibang Valley,1,3
Arunachal Pradesh,AR_Lower Dibang Valley,2,6
Arunachal Pradesh,AR_Lower Dibang Valley,3,29
Arunachal Pradesh,AR_Lower Dibang Valley,4,146
Arunachal Pradesh,AR_Lower Dibang Valley,5,149
Arunachal Pradesh,AR_Lower Dibang Valley,6,115
Arunachal Pradesh,AR_Lower Dibang Valley,7,23
Arunachal Pradesh,AR_Lower Dibang Valley,8,3
Arunachal Pradesh,AR_Lower Dibang Valley,9,1
Arunachal Pradesh,AR_Lower Dibang Valley,10,0
Arunachal Pradesh,AR_Lower Dibang Valley,11,53
Arunachal Pradesh,AR_Lower Dibang Valley,12,661
Arunachal Pradesh,AR_Lower Dibang Valley,13,422
Arunachal Pradesh,AR_Lower Dibang Valley,14,332
Arunachal Pradesh,AR_Lower Dibang Valley,15,225
Arunachal Pradesh,AR_Lower Dibang Valley,16,0
Arunachal Pradesh,AR_Lower Dibang Valley,17,0
Arunachal Pradesh,AR_Lower Siang,1,1
Arunachal Pradesh,AR_Lower Siang,2,15
Arunachal Pradesh,AR_Lower Siang,3,58
Arunachal Pradesh,AR_Lower Siang,4,79
Arunachal Pradesh,AR_Lower Siang,5,116
Arunachal Pradesh,AR_Lower Siang,6,7
Arunachal Pradesh,AR_Lower Siang,7,9
Arunachal Pradesh,AR_Lower Siang,8,2
Arunachal Pradesh,AR_Lower Siang,9,0
Arunachal Pradesh,AR_Lower Siang,10,0
Arunachal Pradesh,AR_Lower Siang,11,0
Arunachal Pradesh,AR_Lower Siang,12,98
Arunachal Pradesh,AR_Lower Siang,13,79
Arunachal Pradesh,AR_Lower Siang,14,110
Arunachal Pradesh,AR_Lower Siang,15,135
Arunachal Pradesh,AR_Lower Siang,16,0
Arunachal Pradesh,AR_Lower Siang,17,0
Arunachal Pradesh,AR_Lower Subansiri,1,0
Arunachal Pradesh,AR_Lower Subansiri,2,19
Arunachal Pradesh,AR_Lower Subansiri,3,22
Arunachal Pradesh,AR_Lower Subansiri,4,117
Arunachal Pradesh,AR_Lower Subansiri,5,146
Arunachal Pradesh,AR_Lower Subansiri,6,61
Arunachal Pradesh,AR_Lower Subansiri,7,16
Arunachal Pradesh,AR_Lower Subansiri,8,0
Arunachal Pradesh,AR_Lower Subansiri,9,0
Arunachal Pradesh,AR_Lower Subansiri,10,0
Arunachal Pradesh,AR_Lower Subansiri,11,5
Arunachal Pradesh,AR_Lower Subansiri,12,428
Arunachal Pradesh,AR_Lower Subansiri,13,579
Arunachal Pradesh,AR_Lower Subansiri,14,497
Arunachal Pradesh,AR_Lower Subansiri,15,757
Arunachal Pradesh,AR_Lower Subansiri,16,0
Arunachal Pradesh,AR_Lower Subansiri,17,0
Arunachal Pradesh,AR_Namsai,1,5
Arunachal Pradesh,AR_Namsai,2,40
Arunachal Pradesh,AR_Namsai,3,142
Arunachal Pradesh,AR_Namsai,4,33
Arunachal Pradesh,AR_Namsai,5,123
Arunachal Pradesh,AR_Namsai,6,64
Arunachal Pradesh,AR_Namsai,7,20
Arunachal Pradesh,AR_Namsai,8,4
Arunachal Pradesh,AR_Namsai,9,4
Arunachal Pradesh,AR_Namsai,10,0
Arunachal Pradesh,AR_Namsai,11,9
Arunachal Pradesh,AR_Namsai,12,304
Arunachal Pradesh,AR_Namsai,13,686
Arunachal Pradesh,AR_Namsai,14,338
Arunachal Pradesh,AR_Namsai,15,198
Arunachal Pradesh,AR_Namsai,16,0
Arunachal Pradesh,AR_Namsai,17,0
Arunachal Pradesh,AR_Pakke Kessang,1,1
Arunachal Pradesh,AR_Pakke Kessang,2,0
Arunachal Pradesh,AR_Pakke Kessang,3,0
Arunachal Pradesh,AR_Pakke Kessang,4,36
Arunachal Pradesh,AR_Pakke Kessang,5,66
Arunachal Pradesh,AR_Pakke Kessang,6,22
Arunachal Pradesh,AR_Pakke Kessang,7,4
Arunachal Pradesh,AR_Pakke Kessang,8,3
Arunachal Pradesh,AR_Pakke Kessang,9,0
Arunachal Pradesh,AR_Pakke Kessang,10,0
Arunachal Pradesh,AR_Pakke Kessang,11,0
Arunachal Pradesh,AR_Pakke Kessang,12,34
Arunachal Pradesh,AR_Pakke Kessang,13,71
Arunachal Pradesh,AR_Pakke Kessang,14,120
Arunachal Pradesh,AR_Pakke Kessang,15,39
Arunachal Pradesh,AR_Pakke Kessang,16,0
Arunachal Pradesh,AR_Pakke Kessang,17,0
Arunachal Pradesh,AR_Papum Pare,1,5
Arunachal Pradesh,AR_Papum Pare,2,144
Arunachal Pradesh,AR_Papum Pare,3,832
Arunachal Pradesh,AR_Papum Pare,4,1130
Arunachal Pradesh,AR_Papum Pare,5,3315
Arunachal Pradesh,AR_Papum Pare,6,1052
Arunachal Pradesh,AR_Papum Pare,7,236
Arunachal Pradesh,AR_Papum Pare,8,56
Arunachal Pradesh,AR_Papum Pare,9,9
Arunachal Pradesh,AR_Papum Pare,10,1
Arunachal Pradesh,AR_Papum Pare,11,10
Arunachal Pradesh,AR_Papum Pare,12,1485
Arunachal Pradesh,AR_Papum Pare,13,2339
Arunachal Pradesh,AR_Papum Pare,14,2797
Arunachal Pradesh,AR_Papum Pare,15,3702
Arunachal Pradesh,AR_Papum Pare,16,190
Arunachal Pradesh,AR_Papum Pare,17,0
Arunachal Pradesh,AR_Shi Yomi,1,0
Arunachal Pradesh,AR_Shi Yomi,2,0
Arunachal Pradesh,AR_Shi Yomi,3,6
Arunachal Pradesh,AR_Shi Yomi,4,15
Arunachal Pradesh,AR_Shi Yomi,5,7
Arunachal Pradesh,AR_Shi Yomi,6,68
Arunachal Pradesh,AR_Shi Yomi,7,8
Arunachal Pradesh,AR_Shi Yomi,8,0
Arunachal Pradesh,AR_Shi Yomi,9,0
Arunachal Pradesh,AR_Shi Yomi,10,0
Arunachal Pradesh,AR_Shi Yomi,11,0
Arunachal Pradesh,AR_Shi Yomi,12,54
Arunachal Pradesh,AR_Shi Yomi,13,21
Arunachal Pradesh,AR_Shi Yomi,14,43
Arunachal Pradesh,AR_Shi Yomi,15,49
Arunachal Pradesh,AR_Shi Yomi,16,0
Arunachal Pradesh,AR_Shi Yomi,17,0
Arunachal Pradesh,AR_Siang,1,0
Arunachal Pradesh,AR_Siang,2,1
Arunachal Pradesh,AR_Siang,3,4
Arunachal Pradesh,AR_Siang,4,39
Arunachal Pradesh,AR_Siang,5,46
Arunachal Pradesh,AR_Siang,6,30
Arunachal Pradesh,AR_Siang,7,12
Arunachal Pradesh,AR_Siang,8,1
Arunachal Pradesh,AR_Siang,9,0
Arunachal Pradesh,AR_Siang,10,0
Arunachal Pradesh,AR_Siang,11,0
Arunachal Pradesh,AR_Siang,12,5
Arunachal Pradesh,AR_Siang,13,42
Arunachal Pradesh,AR_Siang,14,137
Arunachal Pradesh,AR_Siang,15,76
Arunachal Pradesh,AR_Siang,16,0
Arunachal Pradesh,AR_Siang,17,0
Arunachal Pradesh,AR_Tawang,1,1
Arunachal Pradesh,AR_Tawang,2,11
Arunachal Pradesh,AR_Tawang,3,69
Arunachal Pradesh,AR_Tawang,4,166
Arunachal Pradesh,AR_Tawang,5,97
Arunachal Pradesh,AR_Tawang,6,57
Arunachal Pradesh,AR_Tawang,7,48
Arunachal Pradesh,AR_Tawang,8,43
Arunachal Pradesh,AR_Tawang,9,1
Arunachal Pradesh,AR_Tawang,10,0
Arunachal Pradesh,AR_Tawang,11,3
Arunachal Pradesh,AR_Tawang,12,343
Arunachal Pradesh,AR_Tawang,13,722
Arunachal Pradesh,AR_Tawang,14,442
Arunachal Pradesh,AR_Tawang,15,297
Arunachal Pradesh,AR_Tawang,16,0
Arunachal Pradesh,AR_Tawang,17,0
Arunachal Pradesh,AR_Tirap,1,3
Arunachal Pradesh,AR_Tirap,2,3
Arunachal Pradesh,AR_Tirap,3,86
Arunachal Pradesh,AR_Tirap,4,146
Arunachal Pradesh,AR_Tirap,5,259
Arunachal Pradesh,AR_Tirap,6,68
Arunachal Pradesh,AR_Tirap,7,19
Arunachal Pradesh,AR_Tirap,8,3
Arunachal Pradesh,AR_Tirap,9,0
Arunachal Pradesh,AR_Tirap,10,2
Arunachal Pradesh,AR_Tirap,11,2
Arunachal Pradesh,AR_Tirap,12,93
Arunachal Pradesh,AR_Tirap,13,59
Arunachal Pradesh,AR_Tirap,14,153
Arunachal Pradesh,AR_Tirap,15,112
Arunachal Pradesh,AR_Tirap,16,0
Arunachal Pradesh,AR_Tirap,17,0
Arunachal Pradesh,AR_Upper Dibang Valley,1,0
Arunachal Pradesh,AR_Upper Dibang Valley,2,0
Arunachal Pradesh,AR_Upper Dibang Valley,3,1
Arunachal Pradesh,AR_Upper Dibang Valley,4,3
